Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,20.0,12.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,25.0,27.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,30.0,2352.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,50.0,4783.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,60.0,44.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,75.0,5.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,100.0,2465.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,150.0,1003.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,200.0,9.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,300.0,3499.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,500.0,578.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,600.0,206.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,1000.0,439.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,0.75,10.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,1.0,7.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,2.0,8.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,3.0,48.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,3.5,77.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,6.0,26.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,8.0,97.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,10.0,11.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,15.0,318.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,20.0,2.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,25.0,1.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,50.0,2070.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,60.0,10.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,75.0,1.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,100.0,1005.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,150.0,305.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,300.0,1265.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,500.0,188.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,600.0,43.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,1000.0,128.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,3.5,4.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,8.0,2.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,15.0,3.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,30.0,310.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,50.0,19.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,100.0,109.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,150.0,3.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,300.0,94.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,500.0,11.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,1000.0,4.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,0.0,3.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,1.0,1.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,5.0,2.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,10.0,20.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,20.0,6.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,50.0,1513.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,60.0,19.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,100.0,598.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,150.0,510.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,300.0,967.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,500.0,140.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,600.0,44.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,1000.0,202.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,0.0,1.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,0.5,1.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,0.75,7.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,1.0,3.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,3.5,20.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,8.0,2.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,10.0,32.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,15.0,8.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,20.0,4.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,30.0,5755.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,50.0,1131.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,60.0,27.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,75.0,1.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,100.0,769.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,150.0,546.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,200.0,18.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,300.0,1614.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,500.0,216.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,600.0,28.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,1000.0,198.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,0.5,1.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,10.0,28.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,20.0,1.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,50.0,1424.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,60.0,7.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,100.0,708.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,150.0,254.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,300.0,759.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,500.0,69.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,600.0,29.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,1000.0,84.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,0.0,170.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,6.0,28.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,8.0,9.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,10.0,3.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,15.0,115.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,20.0,14.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,30.0,20.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,50.0,8.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,100.0,15.0
BUENOS AIRES,Berisso,Berisso,6098010.0,0.0,4.0
BUENOS AIRES,Berisso,Berisso,6098010.0,0.5,8.0
BUENOS AIRES,Berisso,Berisso,6098010.0,0.75,131.0
BUENOS AIRES,Berisso,Berisso,6098010.0,1.0,3.0
BUENOS AIRES,Berisso,Berisso,6098010.0,3.0,4.0
BUENOS AIRES,Berisso,Berisso,6098010.0,3.5,1565.0
BUENOS AIRES,Berisso,Berisso,6098010.0,5.0,3.0
BUENOS AIRES,Berisso,Berisso,6098010.0,6.0,242.0
BUENOS AIRES,Berisso,Berisso,6098010.0,8.0,1351.0
BUENOS AIRES,Berisso,Berisso,6098010.0,10.0,10.0
BUENOS AIRES,Berisso,Berisso,6098010.0,12.0,86.0
BUENOS AIRES,Berisso,Berisso,6098010.0,15.0,1150.0
BUENOS AIRES,Berisso,Berisso,6098010.0,20.0,1.0
BUENOS AIRES,Berisso,Berisso,6098010.0,25.0,6704.0
BUENOS AIRES,Berisso,Berisso,6098010.0,30.0,14.0
BUENOS AIRES,Berisso,Berisso,6098010.0,50.0,1472.0
BUENOS AIRES,Berisso,Berisso,6098010.0,60.0,225.0
BUENOS AIRES,Berisso,Berisso,6098010.0,100.0,5933.0
BUENOS AIRES,Berisso,Berisso,6098010.0,150.0,838.0
BUENOS AIRES,Berisso,Berisso,6098010.0,250.0,7.0
BUENOS AIRES,Berisso,Berisso,6098010.0,300.0,5787.0
BUENOS AIRES,Berisso,Berisso,6098010.0,500.0,536.0
BUENOS AIRES,Berisso,Berisso,6098010.0,1000.0,745.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,0.0,172.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,6.0,28.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,8.0,8.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,10.0,2.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,15.0,115.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,20.0,14.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,30.0,20.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,50.0,8.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,100.0,15.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,0.0,172.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,6.0,28.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,8.0,8.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,10.0,2.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,15.0,115.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,20.0,14.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,30.0,20.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,50.0,8.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,100.0,15.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,0.0,167.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,6.0,28.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,8.0,8.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,10.0,2.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,15.0,116.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,20.0,15.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,30.0,21.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,50.0,9.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,100.0,16.0
BUENOS AIRES,Bolívar,Hale,6105010.0,10.0,10.0
BUENOS AIRES,Bolívar,Juan F. Ibarra,6105020.0,10.0,1.0
BUENOS AIRES,Bolívar,Pirovano,6105050.0,0.0,50.0
BUENOS AIRES,Bolívar,Pirovano,6105050.0,6.0,45.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,0.75,13.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,3.5,347.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,4.0,1.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,5.0,1.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,8.0,403.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,10.0,20.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,15.0,462.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,20.0,1.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,50.0,388.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,100.0,3652.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,300.0,1056.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,500.0,16.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,1000.0,13.0
BUENOS AIRES,Bolívar,Urdampilleta,6105070.0,6.0,71.0
BUENOS AIRES,Bolívar,Urdampilleta,6105070.0,30.0,2.0
BUENOS AIRES,Bragado,Bragado,6112010.0,0.75,15.0
BUENOS AIRES,Bragado,Bragado,6112010.0,1.0,1.0
BUENOS AIRES,Bragado,Bragado,6112010.0,2.0,93.0
BUENOS AIRES,Bragado,Bragado,6112010.0,3.0,125.0
BUENOS AIRES,Bragado,Bragado,6112010.0,3.5,141.0
BUENOS AIRES,Bragado,Bragado,6112010.0,8.0,232.0
BUENOS AIRES,Bragado,Bragado,6112010.0,10.0,8.0
BUENOS AIRES,Bragado,Bragado,6112010.0,15.0,293.0
BUENOS AIRES,Bragado,Bragado,6112010.0,20.0,1.0
BUENOS AIRES,Bragado,Bragado,6112010.0,25.0,50.0
BUENOS AIRES,Bragado,Bragado,6112010.0,30.0,4.0
BUENOS AIRES,Bragado,Bragado,6112010.0,50.0,417.0
BUENOS AIRES,Bragado,Bragado,6112010.0,100.0,1565.0
BUENOS AIRES,Bragado,Bragado,6112010.0,300.0,964.0
BUENOS AIRES,Bragado,Bragado,6112010.0,500.0,60.0
BUENOS AIRES,Bragado,Bragado,6112010.0,1000.0,16.0
BUENOS AIRES,Bragado,Comodoro Py,6112020.0,3.0,154.0
BUENOS AIRES,Bragado,Comodoro Py,6112020.0,6.0,44.0
BUENOS AIRES,Bragado,Comodoro Py,6112020.0,10.0,22.0
BUENOS AIRES,Bragado,Comodoro Py,6112020.0,75.0,2.0
BUENOS AIRES,Bragado,Comodoro Py,6112020.0,212.0,1.0
BUENOS AIRES,Bragado,General O'Brien,6112030.0,2.0,321.0
BUENOS AIRES,Bragado,General O'Brien,6112030.0,4.0,83.0
BUENOS AIRES,Bragado,General O'Brien,6112030.0,15.0,36.0
BUENOS AIRES,Bragado,Irala,6112040.0,5.0,2.0
BUENOS AIRES,Bragado,Irala,6112040.0,25.0,23.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070.0,3.0,10.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070.0,5.0,7.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070.0,7.0,5.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070.0,200.0,1.0
BUENOS AIRES,Bragado,Olascoaga,6112080.0,3.0,21.0
BUENOS AIRES,Bragado,Olascoaga,6112080.0,6.0,6.0
BUENOS AIRES,Bragado,Olascoaga,6112080.0,10.0,3.0
BUENOS AIRES,Bragado,Olascoaga,6112080.0,41.0,9.0
BUENOS AIRES,Bragado,Warnes,6112090.0,3.0,151.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,0.0,3.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,0.75,7.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,1.0,5.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,2.0,15.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,3.0,4.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,3.5,311.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,4.0,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,5.0,210.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,8.0,602.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,10.0,1038.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,13.0,124.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,15.0,1045.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,20.0,126.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,23.0,19.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,30.0,661.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,40.0,1385.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,50.0,618.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,70.0,114.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,85.0,16.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,100.0,229.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,300.0,276.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,500.0,13.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,1000.0,3.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,1.0,13.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,2.0,23.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,3.0,122.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,5.0,414.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,8.0,72.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,10.0,171.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,20.0,1.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,30.0,1.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,2.0,35.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,30.0,1.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,100.0,46.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,200.0,69.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,500.0,160.0
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020.0,2.0,60.0
BUENOS AIRES,Campana,Campana,6126030.0,0.0,234.0
BUENOS AIRES,Campana,Campana,6126030.0,0.5,1.0
BUENOS AIRES,Campana,Campana,6126030.0,0.512,2.0
BUENOS AIRES,Campana,Campana,6126030.0,1.0,50.0
BUENOS AIRES,Campana,Campana,6126030.0,2.0,1.0
BUENOS AIRES,Campana,Campana,6126030.0,3.0,70.0
BUENOS AIRES,Campana,Campana,6126030.0,5.0,4.0
BUENOS AIRES,Campana,Campana,6126030.0,6.0,98.0
BUENOS AIRES,Campana,Campana,6126030.0,8.0,1.0
BUENOS AIRES,Campana,Campana,6126030.0,10.0,575.0
BUENOS AIRES,Campana,Campana,6126030.0,15.0,64.0
BUENOS AIRES,Campana,Campana,6126030.0,20.0,86.0
BUENOS AIRES,Campana,Campana,6126030.0,25.0,1460.0
BUENOS AIRES,Campana,Campana,6126030.0,30.0,31.0
BUENOS AIRES,Campana,Campana,6126030.0,50.0,1556.0
BUENOS AIRES,Campana,Campana,6126030.0,60.0,34.0
BUENOS AIRES,Campana,Campana,6126030.0,75.0,1.0
BUENOS AIRES,Campana,Campana,6126030.0,100.0,12862.0
BUENOS AIRES,Campana,Campana,6126030.0,120.0,136.0
BUENOS AIRES,Campana,Campana,6126030.0,150.0,1257.0
BUENOS AIRES,Campana,Campana,6126030.0,200.0,1930.0
BUENOS AIRES,Campana,Campana,6126030.0,250.0,169.0
BUENOS AIRES,Campana,Campana,6126030.0,300.0,9058.0
BUENOS AIRES,Campana,Campana,6126030.0,500.0,790.0
BUENOS AIRES,Campana,Campana,6126030.0,600.0,36.0
BUENOS AIRES,Campana,Campana,6126030.0,1000.0,407.0
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035.0,2.0,41.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,10.0,1.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,150.0,14.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,300.0,32.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,500.0,4.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,1000.0,4.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,0.512,1.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,0.75,16.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,3.5,106.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,8.0,36.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,10.0,40.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,15.0,48.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,50.0,68.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,60.0,4.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,75.0,1.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,100.0,332.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,150.0,81.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,300.0,322.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,500.0,26.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,1000.0,71.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030.0,10.0,48.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,10.0,171.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,20.0,23.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,50.0,29.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,0.0,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,0.512,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,0.75,19.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,3.0,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,3.5,302.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,5.0,2.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,8.0,310.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,10.0,527.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,15.0,611.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,20.0,1430.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,30.0,17.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,31.0,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,50.0,1149.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,100.0,2672.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,150.0,16.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,300.0,1847.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,500.0,71.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,1000.0,22.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040.0,10.0,20.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040.0,50.0,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,5.0,7.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,6.0,100.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,10.0,199.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,20.0,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,30.0,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,50.0,19.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,60.0,12.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,75.0,3.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,100.0,22.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,150.0,523.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,200.0,24.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,300.0,1033.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,500.0,158.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,1000.0,178.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,0.5,2.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,6.0,115.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,10.0,118.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,5.0,68.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,6.0,14.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,7.0,10.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,8.0,18.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,10.0,667.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,15.0,56.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,20.0,31.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,30.0,2.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,40.0,1.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,50.0,109.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,0.75,7.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,3.5,55.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,8.0,29.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,10.0,25.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,15.0,136.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,3.0,89.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,3.5,20.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,8.0,70.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,10.0,252.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,15.0,127.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,20.0,1.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,25.0,80.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,30.0,1.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,50.0,898.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,100.0,2588.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,300.0,475.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,500.0,13.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,1000.0,1.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020.0,3.0,44.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,1.0,5.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,6.0,18.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,8.0,19.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,12.0,7.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,0.5,1.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,0.75,5.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,1.0,65.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,3.5,157.0
